,course_title,paid,price,subscribers,reviews,lectures,level,duration,subject
3014,Professional WordPress Theme Development For 2017,True,20,3185,102,94,All Levels,8.0,Web Development
3134,Sending email with PHP: from Basic to Advanced,True,40,379,58,45,All Levels,2.0,Web Development
2854,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,True,200,1266,16,21,All Levels,2.0,Web Development
3160,Professional Python Web Development Using Flask,True,120,3420,489,102,Beginner Level,14.5,Web Development
1225,How To Make Professional eBook Covers For FREE,True,20,1080,6,35,All Levels,3.0,Graphic Design
666,Level 1 2014 CFA® Program – Equity Investments,True,40,347,0,24,All Levels,4.5,Business Finance
3295,Laravel Deployment - Launch your Laravel Application Online,False,0,4905,101,13,Intermediate Level,1.0,Web Development
171,Bank Financial Management A Comprehensive Study,True,50,1081,6,21,All Levels,1.5,Business Finance
238,Double your Forex Account using the MAGIC MA trading robot,True,65,1160,117,24,Intermediate Level,2.5,Business Finance
3112,Learn to Freelance with People Per hour  (URDU),True,20,948,48,8,All Levels,0.6,Web Development
1731,Creare un logo con Adobe Illustrator,False,0,1447,121,13,All Levels,1.0,Graphic Design
1284,How to design a business card on Photoshop (for beginners),False,0,5086,197,12,Beginner Level,1.0,Graphic Design
2165,Piano With Willie Building Technique with Scales Vol. 2,True,40,61,3,9,All Levels,1.5,Musical Instruments
1094,Investimento em Ações,True,20,16,4,27,Beginner Level,4.5,Business Finance
3546,Laravel 4 try and enjoy php coding,True,20,2402,26,23,Beginner Level,2.0,Web Development
2429,Aprende escalas y arpegios Vol.2 : Modo menor,True,50,62,1,49,All Levels,2.5,Musical Instruments
885,beginning accounting,True,20,0,0,12,Intermediate Level,0.6333333329999999,Business Finance
3148,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,True,50,18818,407,80,All Levels,11.0,Web Development
1665,7 Secrets To Designing In Black and White,True,100,1000,1,12,All Levels,1.5,Graphic Design
2684,Bootstrap 3 -> Profitable WordPress Theme Development!,True,40,5547,80,40,All Levels,3.5,Web Development
489,How to Build a Massive Retirement Plan from Scratch!,True,200,1498,30,23,Beginner Level,2.0,Business Finance
2949,"Build Your Startup with No Coding (Design, Develop & Ship)",True,30,775,245,82,All Levels,8.0,Web Development
1817,Guitar for Beginners - Learn the Basics,True,20,1026,13,19,Beginner Level,0.5166666670000001,Musical Instruments
2924,How to Start a WordPress Blog - Complete Beginners Guide!,False,0,3784,85,32,Beginner Level,2.0,Web Development
2702,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,True,50,11384,1846,80,All Levels,5.5,Web Development
205,Mastering Candlestick Charting : High Probability Trading,True,50,123,16,35,All Levels,2.0,Business Finance
963,Basics of Finance and Budgeting,True,20,578,7,34,Beginner Level,6.0,Business Finance
2075,Learn Flute FAST!,True,45,249,33,61,Beginner Level,4.0,Musical Instruments
2373,Instant Harmonica - play 'I just called to say I love you',True,40,15,0,11,All Levels,1.0,Musical Instruments
585,Numbers for the  Business Plan,True,20,210,1,12,All Levels,1.5,Business Finance
347,Become A Forex Trader - Forex trading like a professional,False,0,1735,31,19,All Levels,2.5,Business Finance
1181,トレーディングビュー徹底攻略2017年版,True,55,952,77,53,All Levels,3.0,Business Finance
1401,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,True,135,1275,26,42,Beginner Level,3.5,Graphic Design
2189,Explosão Pentatônica,True,55,42,5,19,All Levels,1.5,Musical Instruments
2838,Projects In ReactJS - The Complete React Learning Course,True,50,947,108,56,Intermediate Level,8.0,Web Development
459,Case studies on credit appraisal for bankers,True,20,0,0,15,Beginner Level,3.5,Business Finance
1439,Mastering Photoshop Elements 13 Made Easy Training Tutorial,True,20,1738,8,166,Beginner Level,10.5,Graphic Design
3654,The Extreme Web Development Course - For Beginners,True,200,1420,62,152,All Levels,5.5,Web Development
3534,Introduction to Voice Design with Amazon's Alexa,False,0,6742,1036,6,Beginner Level,0.683333333,Web Development
2568,React VR - Creating Virtual Reality Apps,True,80,5026,72,43,All Levels,3.0,Web Development
499,Algorithmic futures trading - Investing with no experience,True,195,1512,23,19,All Levels,1.5,Business Finance
3109,CSS Specialist: Comprehensive CSS Training,True,100,487,31,52,Beginner Level,6.0,Web Development
2502,Build Enterprise Applications with Angular 2 (and Angular 4),True,190,6082,848,135,Intermediate Level,9.5,Web Development
1106,Cost of Capital and Weighted Average Cost of Capital,False,0,405,3,22,All Levels,1.0,Business Finance
1081,"Depreciation, Amortization and Depletion",True,25,7,1,13,Intermediate Level,1.0,Business Finance
3661,Learn HTML5 Canvas for beginners,True,100,2360,12,49,Beginner Level,3.5,Web Development
1673,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,True,120,13,9,7,Beginner Level,1.0,Graphic Design
3268,WordPress Basics to Business: Share and Sell your Expertise,True,50,1125,10,45,Beginner Level,3.5,Web Development
2858,Build Websites from Scratch with Squarespace,True,50,342,53,60,Beginner Level,3.5,Web Development
962,Stock Trading Essentials for Day Traders,True,100,94,15,9,All Levels,1.0,Business Finance
2725,Create Startup Landing Page with Viral Marketing Strategies,False,0,12974,120,13,Beginner Level,1.0,Web Development
2523,Code a personal splash page in 1 hour,True,20,10610,83,10,Beginner Level,1.0,Web Development
2797,Pimcore Developer: Implement a Blog from a Bootstrap Theme,True,95,1212,15,39,All Levels,4.5,Web Development
750,The Truths about (in)secure Retirement,True,200,86,6,32,Intermediate Level,4.5,Business Finance
287,The Basics Of Volume Analysis,True,60,611,57,13,All Levels,1.5,Business Finance
2195,Master the Tuba - Intermediate Instruction Made Simple!,True,50,184,5,107,Intermediate Level,8.5,Musical Instruments
1151,Get out of Debt - The Power of Using Compounding Interest,True,50,1195,3,7,All Levels,2.0,Business Finance
2586,Getting Started with Craft CMS,True,20,997,31,20,All Levels,2.0,Web Development
1045,Contabilità Generale,True,200,4,1,40,All Levels,8.5,Business Finance
1163,Bonds For Beginners - A Guide To The Bond Markets,True,20,106,14,24,Beginner Level,0.566666667,Business Finance
901,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,True,25,462,18,34,All Levels,1.0,Business Finance
253,IAS 18 - Revenue,False,0,2571,32,23,All Levels,4.5,Business Finance
2667,JavaScript for Beginners Welcome to learning JavaScript,True,50,10864,63,26,Beginner Level,2.0,Web Development
3595,"Learn to Code in HTML5, CSS3, and JavaScript",True,20,1404,7,17,Beginner Level,2.5,Web Development
1996,How To Play Guitar - For Absolute Beginners,True,35,478,3,18,Beginner Level,1.0,Musical Instruments
1758,Adobe Suite : Unleash your creativity & benefit from it !,True,200,1005,4,46,All Levels,9.5,Graphic Design
947,How to become a successful day trader,True,95,1150,6,27,All Levels,2.5,Business Finance
383,Basics of Commerce A Complete Study,True,150,2197,4,105,All Levels,5.5,Business Finance
1021,Economics for beginners - Various Concepts,True,25,2,0,34,Beginner Level,2.5,Business Finance
69,"Forex Strategies: Kelly Criterion, Larry Williams and more!",True,185,5528,506,32,All Levels,3.0,Business Finance
1092,Cómo ganar dinero invirtiendo en bolsa,False,0,2740,306,10,Beginner Level,2.0,Business Finance
784,Practical Film Financing: Finding & Pitching Investors,True,100,0,0,9,Beginner Level,1.0,Business Finance
2575,How To Make A Web Page With No Code,False,0,2214,20,23,Beginner Level,2.0,Web Development
3616,Advance JavaScript for Coders: Learn OOP in JavaScript,True,40,334,41,54,Intermediate Level,11.5,Web Development
2622,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",True,20,9762,94,112,All Levels,13.5,Web Development
1949,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,True,50,809,5,57,All Levels,1.5,Musical Instruments
369,Cost Accounting Crash Course,True,20,3730,11,17,All Levels,2.5,Business Finance
1237,Super Textos con Photoshop,True,20,0,0,8,Beginner Level,2.0,Graphic Design
3613,Create Website from scratch in Urdu & Hindi,False,0,3033,91,9,Intermediate Level,1.0,Web Development
1135,Complete Short Financial Ratio Course for Financial Analysis,True,200,15,1,56,All Levels,3.0,Business Finance
2822,Try AngularJS: Beginner's Guide to Front End Web Development,True,50,16926,126,33,Beginner Level,4.5,Web Development
561,Financial Management - A Complete Study,True,190,1941,128,527,All Levels,71.5,Business Finance
3471,Professional WordPress Theme Development from Scratch,True,200,1284,173,301,All Levels,25.5,Web Development
841,ProTrader -  Advanced Technical Analysis,True,125,825,11,34,All Levels,2.0,Business Finance
2490,Learn JavaScript for beginners,True,200,15276,167,19,Beginner Level,1.5,Web Development
1065,Optimize! Make Best Decisions with Microsoft Excel,True,20,28,3,14,Expert Level,1.0,Business Finance
2626,JavaScript For Beginners : Learn JavaScript From Scratch,True,195,11285,102,77,All Levels,5.5,Web Development
884,Teeter-Totter Accounting,True,90,0,0,12,Beginner Level,1.0,Business Finance
3188,Projects in ExpressJS - Learn ExpressJs building 10 projects,True,50,1949,149,102,All Levels,15.5,Web Development
2299,You Can Play Jazz Saxophone,True,20,37,7,6,Beginner Level,1.5,Musical Instruments
601,Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,True,95,299,5,65,All Levels,2.5,Business Finance
543,Stock Technical Analysis with Excel,True,50,156,16,41,All Levels,7.0,Business Finance
298,Technical Analysis 101: Secrets of Trading Revealed,True,150,912,27,81,All Levels,2.5,Business Finance
1146,Trade for a Living,True,20,293,14,59,All Levels,8.0,Business Finance
1639,Adobe Illustrator CC 2017 for beginners,True,195,2489,39,12,Beginner Level,1.5,Graphic Design
136,"Forex Trading with Fixed 'Risk through Options Trading""",True,200,611,4,26,Beginner Level,1.0,Business Finance
3250,ES6 Javascript: The Complete Developer's Guide,True,80,13010,2709,68,Beginner Level,6.5,Web Development
3542,PSD to Bootstrap 3 for Beginners using HTML & CSS,True,20,976,93,46,Beginner Level,2.5,Web Development
2112,Bluegrass Guitar Essentials: Webisodes 7 & 8,True,30,9,0,10,Intermediate Level,2.0,Musical Instruments
47,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,True,200,10603,872,42,All Levels,5.5,Business Finance
0,Ultimate Investment Banking Course,True,200,2147,23,51,All Levels,1.5,Business Finance
86,How to Create Your Personal Budget,True,20,3870,53,10,All Levels,1.0,Business Finance
3541,How To Create A WordPress Website Without Paying A Developer,True,20,4333,16,17,Beginner Level,1.0,Web Development
2457,Piano With Willie: Piano Chords Vol. 1,True,40,48,4,14,Beginner Level,2.0,Musical Instruments
3628,Learn BuddyPress: Build A Social Network with WordPress,True,20,1299,15,23,All Levels,1.0,Web Development
2468,Aprende a tocar el bajo eléctrico ,True,50,9,0,33,All Levels,3.5,Musical Instruments
2989,WordPress Plugin Development -> Deep dive discovery!,True,40,2650,19,39,All Levels,2.0,Web Development
2088,Bluegrass Guitar Essentials: Webisodes 3 & 4,True,30,12,2,13,Intermediate Level,2.0,Musical Instruments
1050,Le basi del trading online,True,45,7,1,27,Beginner Level,3.5,Business Finance
2407,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,True,20,237,12,6,Intermediate Level,1.5,Musical Instruments
2400,Coaching Course: Rhythm Instruction for Music Educators P2,True,125,0,0,7,All Levels,0.6333333329999999,Musical Instruments
1853,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",True,100,1605,19,52,Beginner Level,2.0,Musical Instruments
1531,Logo Design Essentials ,True,20,33205,481,12,All Levels,0.7,Graphic Design
235,Excel Dashboard - Interactive Excel Dashboard and Charts,True,30,843,54,34,All Levels,3.0,Business Finance
1683,How to draw Caricatures,True,20,347,31,11,All Levels,4.0,Graphic Design
2598,Code a 'Coming Soon' Landing Page in Bootstrap 4,False,0,13535,473,18,All Levels,1.5,Web Development
172,Learn to Trade Forex and Stocks: From Beginner to Advanced,True,200,1645,25,42,All Levels,2.0,Business Finance
3394,Mastering Thymeleaf with Spring,True,75,942,161,64,All Levels,4.5,Web Development
816,Analysis and Evaluation of Economic Feasibility of Projects,True,100,10,1,8,Intermediate Level,1.0,Business Finance
570,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,False,0,10670,444,15,All Levels,1.0,Business Finance
3085,Vue JS 2: From Beginner to Professional,True,145,602,93,214,All Levels,15.5,Web Development
826,Introduction to Digital Payments ,False,0,12217,351,17,Beginner Level,1.0,Business Finance
2968,Build an HTML5 and CSS3 Website in 35 Minutes,True,20,1904,25,17,Beginner Level,0.7,Web Development
3315,React vs Angular vs Vue.js by Example,False,0,6958,132,30,Beginner Level,3.5,Web Development
408,Trading Options Basics,True,200,8,0,8,Beginner Level,1.5,Business Finance
2642,Projects in AngularJS - Learn by building 10 Projects,True,40,7146,629,77,All Levels,14.5,Web Development
1571,Design a unique bookstore-quality Photo Book with Blurb,True,180,2863,11,27,All Levels,2.5,Graphic Design
2668,Benefits of Thinking Mobile First Future of Website Design,True,75,14254,27,20,Beginner Level,1.5,Web Development
2154,Learn to Play Percussion: Beginner to Pro made the Easy Way!,True,50,425,7,192,All Levels,6.0,Musical Instruments
2861,Responsive Html5 Theme Development,True,20,1517,4,12,All Levels,1.0,Web Development
3087,Wordpress Site Migration,True,20,1894,40,35,All Levels,1.5,Web Development
3111,Introduction to Elm,False,0,1519,28,20,Intermediate Level,1.0,Web Development
3117,1 Hour JavaScript,True,200,22999,602,18,Beginner Level,1.0,Web Development
301,How To Profit From Stock Market Volatility,False,0,1736,36,11,All Levels,0.6,Business Finance
2659,HTML5 and CSS3 for beginners: Create a Website from Scratch,True,200,9945,101,43,Beginner Level,2.0,Web Development
391,Adventure Capital: How to pay off debt ,True,20,2895,56,14,Beginner Level,1.0,Business Finance
1467,誰でもわかる Adobe Illustrator CS5,True,20,1,0,13,Beginner Level,3.5,Graphic Design
194,TechniTrader Leading Hybrid Indicator Trading,True,20,4117,54,5,Intermediate Level,1.0,Business Finance
457,Best Practices in Corporate Budgeting,True,50,0,0,9,Intermediate Level,2.0,Business Finance
2639,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",True,195,949,129,89,All Levels,20.5,Web Development
1543,InDesign Basics for Beginners: Learn InDesign Quickly,True,35,177,8,24,Beginner Level,1.5,Graphic Design
1084,Accounting Simplified,True,30,3,0,41,All Levels,8.5,Business Finance
179,Introduction to Cryptocurrencies and Blockchain,False,0,3775,138,11,Beginner Level,2.0,Business Finance
139,Top 10 Trading Ideas in the Equities Market,True,20,661,4,12,All Levels,1.0,Business Finance
21,Forex Traders - Create Your First Trading Robot. No Coding!,True,200,2295,84,39,All Levels,4.0,Business Finance
161,"Value Investing, Taught by Six Superinvestors",True,200,3804,267,66,All Levels,5.0,Business Finance
2218,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,True,20,58,1,10,All Levels,0.7333333329999999,Musical Instruments
496,Bitcoin - Ethereum: Trading -Watch me manage my own account!,True,165,431,58,22,All Levels,2.5,Business Finance
814,"Buying, Selling, and Storing Precious Metal",True,20,74,1,14,All Levels,1.0,Business Finance
950,Professional Trading - Consistent Profits with Low Risk!,True,20,627,5,27,All Levels,1.0,Business Finance
3493,JavaScript Basics for Beginners Introduction to coding,True,150,5495,52,18,Beginner Level,1.5,Web Development
532,Forex Trading Masterclass - Learn To Trade Better,True,200,152,7,30,All Levels,3.0,Business Finance
3368,Mastering Meteor: Reactive Full Stack JavaScript,True,95,494,46,37,Expert Level,3.0,Web Development
140,Intro to Financial Modeling,True,105,1077,110,55,Beginner Level,6.0,Business Finance
1447,Creating an animated greeting card via Google Slides,True,20,770,8,8,Intermediate Level,1.0,Graphic Design
600,entiende la contabilidad y consigue un aumento de salario,True,20,260,18,17,Beginner Level,1.5,Business Finance
546,The Complete Financial Model Builder Course-Build 7 Models,True,75,214,20,88,All Levels,9.0,Business Finance
150,Option Trading for Rookies: The Covered Call Option Strategy,True,95,6092,25,29,Beginner Level,1.5,Business Finance
1399,Advanced Features in Adobe Illustrator,True,30,1348,6,14,Intermediate Level,1.0,Graphic Design
1013,CFA Level I Workshop 3: Financial Reporting & Analysis II,True,20,71,1,5,All Levels,1.0,Business Finance
2915,PHP Essential How to create build Amazing websites with PHP,True,75,8067,30,44,Beginner Level,3.5,Web Development
1811,Teaching Music : Start teaching an instrument successfully.,True,30,1337,5,18,Beginner Level,1.5,Musical Instruments
2139,Aprende a tocar las escalas en el acordeón de botones.,True,20,2,0,21,Beginner Level,1.0,Musical Instruments
3361,Build CRUD Application - PHP & Mysql,False,0,4405,71,12,Beginner Level,1.5,Web Development
1481,Photoshop - Automatização com Adobe Script,True,195,7,0,87,Intermediate Level,8.5,Graphic Design
1793,Adobe Photoshop CC | The Essential Guide,True,20,254,5,81,All Levels,4.5,Graphic Design
2227,Learn to play and improve 12 bar blues harmonica solos,True,40,4,1,27,Beginner Level,1.0,Musical Instruments
2542,Javascript Intermediate level 3 - JSON,True,100,1735,76,25,All Levels,2.5,Web Development
1732,Mestres do Photoshop,True,30,86,18,52,All Levels,5.5,Graphic Design
3402,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,True,20,2164,290,70,All Levels,8.5,Web Development
1143,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,True,35,142,4,18,All Levels,1.0,Business Finance
3666,XPATH :basics for beginners,True,40,878,6,8,All Levels,0.6166666670000001,Web Development
3545,Learn HTML in 2 hours!,False,0,5351,235,13,Beginner Level,1.5,Web Development
1164,Professional Risk Manager (PRM) Certification: Level 4,True,50,38,7,17,All Levels,8.0,Business Finance
1901,Acoustic Guitar Basics,False,0,14495,224,21,Beginner Level,2.0,Musical Instruments
1694,How To Create Amazing YouTube Custom Thumbnail Images,True,25,78,6,16,All Levels,1.5,Graphic Design
1818,How To Play The Djembe: For Beginners,True,30,414,18,19,All Levels,1.0,Musical Instruments
165,"How to remove 'Risk from Penny Stocks - Options Trading""",True,200,668,12,22,All Levels,1.0,Business Finance
2621,The Ultimate Web Developer How To Guide,True,200,24861,423,281,All Levels,22.5,Web Development
3484,ASP :basics for beginners,True,35,764,7,8,All Levels,1.0,Web Development
1080,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",True,35,15,1,12,All Levels,1.0,Business Finance
128,Corporate Finance - A Brief Introduction,False,0,11724,649,17,Beginner Level,1.5,Business Finance
588,4. Ordinary Simple Annuities: The Basics,True,20,237,1,17,All Levels,1.5,Business Finance
2704,React JS - Mastering Redux,True,100,7059,116,58,All Levels,5.0,Web Development
2426,Spielend Klavier lernen mit Freude und Erfolg,True,100,255,30,53,Beginner Level,4.0,Musical Instruments
1166,How to Make IT Work Successfully in Capital Markets,True,50,171,8,21,Beginner Level,3.0,Business Finance
2450,Violin lessons for beginners,True,20,59,6,15,Beginner Level,1.0,Musical Instruments
3080,So you think you know JavaScript?,True,50,1010,154,25,All Levels,6.0,Web Development
3453,WordPress for Beginners 2017 + Google AdSense Implementation,True,195,2225,14,64,All Levels,6.5,Web Development
1975,Guitar: Master The Guitar Fretboard In 6 Easy Steps,True,55,1203,26,10,Beginner Level,1.0,Musical Instruments
2371,Instant Harmonica - play Dylan's Like a Rolling Stone now!,True,40,28,2,11,All Levels,1.5,Musical Instruments
1214,Anatomy for Figure Drawing: Mastering the Human Figure,True,95,15500,754,65,All Levels,68.5,Graphic Design
98,Trend Traders Club: How To Find And Trade Fast Moving Trends,True,75,1513,31,60,All Levels,5.5,Business Finance
1035,Торговля дельта-нейтральными стренглами,True,150,23,6,25,All Levels,1.5,Business Finance
1761,Design while you learn InDesign CC,True,20,1116,3,21,Beginner Level,2.5,Graphic Design
2475,こどもギターレッスン　リトルギタリストⅢ（完結編）,True,20,3,0,36,Beginner Level,1.0,Musical Instruments
1280,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",False,0,3108,27,28,Beginner Level,2.5,Graphic Design
1212,Ultimate Photoshop Training: From Beginner to Pro,True,200,5326,447,150,Beginner Level,11.5,Graphic Design
2389,Make Electronic Music with the iPad,True,20,13,0,69,Beginner Level,1.5,Musical Instruments
2886,Make a professional website - 30 Day Guarantee. Discounted!,True,20,11167,34,13,All Levels,2.0,Web Development
1649,Getting the Life of an Instructional Designer,True,40,5,0,16,All Levels,1.5,Graphic Design
2619,Learn Javascript & JQuery From Scratch,True,30,84897,2685,10,All Levels,2.0,Web Development
438,Fundraising 101,True,95,26,4,5,Beginner Level,1.0,Business Finance
1877,Guitar Fretboard Secrets,True,55,186,13,35,Intermediate Level,2.0,Musical Instruments
744,Financial and Business Simulation with Microsoft Excel,True,20,44,5,8,Expert Level,0.5166666670000001,Business Finance
827,The Beginner's Guide to the Futures and Options Trading,False,0,6185,138,20,All Levels,3.0,Business Finance
1251,Canva : Graphic Design Theory Volume1,True,200,6975,122,29,All Levels,2.5,Graphic Design
1832,Learn to Play Trombone: Go From Beginner to Pro in No Time!,True,50,402,47,123,All Levels,7.5,Musical Instruments
914,株式投資で本当のテクニカル分析ができるようになる,True,20,68,10,45,Intermediate Level,2.5,Business Finance
1647,Stencil - Simple Graphic Design For Entrepreneurs,True,95,11,0,10,All Levels,1.0,Graphic Design
879,Aprende a llevar la contabilidad de forma informatizada,True,25,6,1,27,Beginner Level,4.5,Business Finance
3665,Beginner Photoshop to HTML5 and CSS3,False,0,73110,1716,22,All Levels,2.0,Web Development
3600,Getting Started with Magento,True,85,608,88,48,All Levels,3.5,Web Development
2515,JQuery Essentials core training for Dynamic Interactive web,True,100,9668,38,52,All Levels,4.0,Web Development
678,資産運用の基礎を学ぶファイナンス入門,True,20,114,13,52,Beginner Level,4.0,Business Finance
50,How I Learned Stock Trading (and How You Can Too),True,200,1580,12,53,Expert Level,2.0,Business Finance
1217,Logo Design Masterclass: Learn Logo Design + Illustrator,True,200,8196,479,85,All Levels,6.5,Graphic Design
2497,Web Programming with Python,True,50,35267,217,53,All Levels,4.0,Web Development
1552,Adobe photoshop The  Flying Land compositing,True,70,2,0,23,All Levels,2.5,Graphic Design
1362,Learn Photoshop for Design: 100% Practical Projects,True,20,651,5,12,All Levels,0.666666667,Graphic Design
1873,Instant Harmonica - play the groovy Irish Washerwoman now!,True,40,55,8,13,Beginner Level,1.0,Musical Instruments
2787,Creating a Responsive HTML Email,True,20,2520,183,34,All Levels,1.5,Web Development
1527,Adobe Illustrator: How to Draw Squared Animals Icons,True,180,2873,38,13,Beginner Level,0.533333333,Graphic Design
994,The Cost of Capital: The Key To Attract Venture Capitalists,True,50,635,4,6,All Levels,0.683333333,Business Finance
3553,Learning Bootstrap 3 - Tutorial From Infinite Skills,True,50,1266,90,50,All Levels,3.0,Web Development
198,Non Directional Weekly Options Trading System - ETF & Emini,True,200,897,22,21,All Levels,2.0,Business Finance
3639,create a search engine for your website!,True,20,1832,6,12,Intermediate Level,1.5,Web Development
2123,Brass Master Class,True,20,36,6,30,All Levels,2.0,Musical Instruments
3166,Learn Reactivex From Ground Up,True,40,207,32,32,Intermediate Level,5.0,Web Development
2157,Learn Lion (Saroo) Soundtrack On The Piano By Ear,True,20,104,0,9,All Levels,0.533333333,Musical Instruments
1992,CAGED Pentatonic System for Guitar - Level 2,True,45,1220,13,26,All Levels,1.5,Musical Instruments
2880,"Learn By Example: The Foundations of HTML, CSS & Javascript",True,50,1724,72,94,All Levels,13.0,Web Development
749,Forex - Top Equity Management Strategy,True,20,18,4,13,All Levels,0.583333333,Business Finance
916,Socorro! Preciso Organizar as Minhas Finanças!,True,20,72,17,37,All Levels,1.5,Business Finance
1932,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,True,70,834,3,35,All Levels,1.0,Musical Instruments
167,"Tax Accounting: Difficult Topic, Made Easy to Understand",True,200,1033,10,29,All Levels,2.0,Business Finance
2359,Blues Master - Professional Techniques Piano Course,True,75,4,0,16,All Levels,1.0,Musical Instruments
721,CFA® Level 1 2014 – Financial Reporting and Analysis,True,50,152,2,102,All Levels,10.0,Business Finance
3328,Bootstrap 4 Quick Start: Code Modern Responsive Websites,False,0,41478,2104,13,All Levels,3.0,Web Development
1911,How to Design Your Own Guitar,True,50,181,34,32,All Levels,5.0,Musical Instruments
2715,React From The Ground Up,True,150,3252,401,62,All Levels,12.5,Web Development
2754,Create eye-catching WordPress website from scratch,True,30,2342,15,19,Beginner Level,4.5,Web Development
2899,"Build Your Own Calculator App with Javascript, HTML5 & CSS",True,50,3688,49,11,All Levels,1.0,Web Development
576,Managing Budgets in the Public and Non Profit Sector,True,95,4,0,20,All Levels,2.0,Business Finance
2121,Curso de Bateria - Explorando Diferentes Divisões,True,55,5,2,19,Intermediate Level,2.0,Musical Instruments
1266,Photoshop & Illustrator CC Essentials in Arabic,False,0,3329,193,33,Beginner Level,3.5,Graphic Design
1681,Essential Skills for Designers - Adobe Bridge,True,20,14,5,13,All Levels,1.0,Graphic Design
537,Stocks For Beginners - A Guide To Investing,True,20,64,15,14,Beginner Level,1.0,Business Finance
1288,Learn Blender 3D  - The introduction course,True,100,739,12,15,Beginner Level,1.5,Graphic Design
746,Professional Risk Manager (PRM) Certification: Level 3,True,50,55,5,22,All Levels,12.5,Business Finance
1555,Adobe Illustrator Fast Track,True,40,9,0,23,Beginner Level,2.5,Graphic Design
2958,PHP MySQL: Learn PHP MySQL with Project,True,20,2314,77,25,All Levels,2.0,Web Development
2083,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,False,0,2610,28,24,All Levels,3.5,Musical Instruments
691,IAS 1-Presentation of Financial Statements ,False,0,2674,81,8,All Levels,1.0,Business Finance
88,FOREX Trading with Price Action,True,195,484,57,19,Beginner Level,1.0,Business Finance
2381,Bluegrass Guitar Essentials: Webisodes 11 & 12,True,30,9,1,24,All Levels,2.0,Musical Instruments
517,FMT: Forex Market Trader Certificate,True,20,1,0,27,All Levels,2.0,Business Finance
2996,The Complete HMTL5 Course - Go From Beginner To Advanced!,True,95,2430,15,36,All Levels,2.0,Web Development
1973,101 Blues riffs - learn how the harmonica superstars do it,True,200,1350,65,55,Intermediate Level,6.5,Musical Instruments
3565,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",True,200,3399,85,15,All Levels,1.5,Web Development
745,10.  Bonds and Bond Pricing,True,20,308,4,10,All Levels,1.0,Business Finance
71,Options Trading Introduction: Day Trade Stock Options,True,95,12394,218,30,Beginner Level,2.5,Business Finance
2950,The Web Developers Guide: Learn HTML & CSS Fundamentals,True,20,2243,27,97,All Levels,7.0,Web Development
157,Accounting 101: How to read an Accounting Balance Sheet,True,200,3050,86,22,Beginner Level,2.0,Business Finance
3104,Improved SEO with Rich Snippets and MicroData,False,0,11026,228,13,Intermediate Level,1.0,Web Development
870,Cost Accounting and Financial Management - A Complete Study,True,150,452,14,444,All Levels,45.0,Business Finance
1394,Start Making Comics with Manga Studio 5 / Clip Studio Paint,False,0,5301,125,77,All Levels,6.5,Graphic Design
2544,PHP: Ultimate guide to PHP for everyone,True,115,10103,75,20,Beginner Level,1.5,Web Development
2141,"Aprende a tocar percusiones: congas, bongós, maracas y más",True,50,14,2,71,All Levels,3.5,Musical Instruments
1965,Country Guitar Fundamentals,True,50,1174,39,23,Intermediate Level,1.5,Musical Instruments
2220,Bending the blue notes to give you killer sound on harmonica,True,35,162,3,14,Intermediate Level,2.0,Musical Instruments
3194,Learn Python Django - A Hands-On Course,True,50,1339,21,18,Beginner Level,2.0,Web Development
417,The Investment Banking Recruitment Series,True,40,17,6,26,All Levels,3.5,Business Finance
1872,Guitar Lessons: The Essential Beginner & Intermediate Course,False,0,2566,39,23,All Levels,2.0,Musical Instruments
2683,Bootstrap 4: Exploring New Features,True,75,5022,38,13,All Levels,1.0,Web Development
2710,All about NodeJS,True,50,8755,931,133,All Levels,15.5,Web Development
474,Accounting Books of Accounts (College Level),True,20,911,2,18,All Levels,1.5,Business Finance
1530,Logo Design - Guide to Logo Design in Photoshop,True,25,6215,86,17,All Levels,2.0,Graphic Design
739,Financial Ratios Using Excel,True,100,1223,14,29,Beginner Level,1.0,Business Finance
